export_value,balance_value
0,-56492
0,-11328
9982,-28759
733,-17853
174,-80718
0,-1679
0,-136458
14470,-94817
0,-47284
4916,-49765
0,-236
0,-4672
0,-8311
0,-970
0,-109733
14,-62100
57321,-1918326
0,-91
95,486
0,179
0,-9
0,-90
0,-13479
0,-68
0,-2840
1476213,-6466451
18759005,14998991
0,-164532
6999,-189761
46958,-2614570
0,-18723
934,-741481
5460,-53428
0,-276302
17490,-215796
0,-115241
18,-84270
2985,-306247
106029,-4226285
76833,17453
13373,-137762
0,-25587
0,-14335
0,-1056
0,-25478
9570,-37406
0,-25394
667,-125324
0,-40153
0,-22938
0,-173730
0,-377783
74,-56925
0,-11826
405,-23140
11834,-831029
0,-61382
26832,-1242690
70461,-1154125
885,-299681
68083,-301231
3355491,2752651
0,-98
543566,301307
179474,-363219
0,-49064
692,-157453
5,-52255
0,-25664
966,-178994
1482,-116527
20590,-393191
28308,-212095
1,-88873
148,-920445
0,-10868
353,-6559
0,-118051
58401,-232346
2285,-408169
18829,-89377
0,-7033
469,-93225
34,-15791
10209,-55207
0,-353126
38409,15125
174821,46326
38,-3706
190,-93215
2478,-111278
988,-119433
208,-42538
2740,-68749
3245,-45802
15576,-383101
5440,-119543
261133,19270
251898,-49725
67483,-1492841
229,-46856
14549,-67649
361,-23818
91188,-299881
147641,-2741200
27465,-476135
7597,-177653
86377,-459117
81797,-801988
75645,-647565
1336884,647052
7861,-1447665
296249,-117216
1268,-14735
4974,-274034
777,-110034
1096,-324642
12889,-59916
71240,-40867
35645,10452
217549,34106
488,-8209
0,1076
0,-664
1380,-282143
0,-28324
0,-159972
493,-31990
30771,-371706
22403,-88023
2621,-93383
13398,-222354
20,-8138
40597,-329741
352781,-559968
8910,-263413
185,-72830
34631,-373683
0,-5884
1972,-40105
122459,-76520
64165,-151951
130620,-260489
389716,-205214
4702,-98809
148468,-745541
604554,142786
28275,-303929
63326,-59124
114833,-7411
3386,-10834
78602,-153292
2030,-22149
98,-6853
3549,-95682
439852,1118922
5351,-206591
12125,-110402
8596,-96579
8606,-415249
10943,-425992
0,-62654
11,-168433
9765,-94650
548,-220346
0,-16798
0,-4310
9,-85698
8338,-43692
648,-31596
796,-241288
7147,-19520
64,-45802
2918,-91623
0,-19332
0,-19921
109,-1979
174314,-1124203
0,-94251
1326,-59094
0,-9151
0,-20559
0,-728
0,-183357
11279,-209203
35,908
0,2983
0,-344
94,-36422
0,-22538
0,-1269
0,-62236
0,-2448
0,-193488
0,-1390
0,-30915
4431,-30053
7,-36781
41497,30948
0,-95868
0,-36046
1407,-61121
0,-24495
4707,-87535
16412,-181030
6126,-54230
20164,3668
1808,-15686
390,19534
0,-9442
2589,-178822
80,-13688
311,-232512
40633,-37037
21540,-201823
929,-75128
998,-30216
920,-13214
41,-46374
0,92562
0,-16396
0,-29138
384,-50506
868,-35689
3995,-734
271,-24777
33,-15007
0,-7863
0,-18073
2,-163281
0,-52872
0,-199811
996,-123514
0,-118064
0,-120248
0,-19112
0,-7598
0,-55709
0,-3399
48,-71361
5799,-3654711
258,-5348393
21,-313674
51,-32366
0,-28379
0,-127132
0,-334162
0,86036
0,-49399
17,-16240
0,-77298
0,-259967
0,-247204
937,13755
0,3173
0,9258
0,464
1570,252913
0,-110155
472,1272
1,-36865
0,-47372
0,-71395
615,-114838
0,-18236
0,-9322
0,-97119
420,-55361
0,-89313
0,-7779
0,-6846
0,-30921
125,624
0,-1799
372,-90572
1127,-113572
0,-20672
121570,-667100
9340,-101955
26186,5472
14705,-22699
79,-22249
4,-2069
7,-2875
830,-364741
202,-75473
3659,-380483
36,-3343
0,-3332
69,-33937
0,804
0,70
0,-31927
47,-5900
6119,9846
1860,295
0,-2314
19466,22367
0,-13016
15606,24545
0,236
2328,3563
0,-3834
0,-3440
0,-773
0,-258
727,6233
1512,3210
0,2109
3557,4010
0,-109
0,-102
0,-61298
0,-28782
0,650
0,-13839
0,-16618
0,-32966
5228,-15129
1672,-5475
0,-338
0,-8434
0,-873
0,-19510
601,-12153
0,-2064
39,-64433
2346,37278
16,-38747
0,9088
0,-32733
3166,-1135533
0,-133432
6433,-115981
8538,-329926
212,-41794
356,163
1794,-12700
4869,-2083388
8417,-940474
1829,-110561
0,-551124
6762,-53375
0,-13583
0,-121215
4503,-448717
790,-173378
4,-165937
0,-34386
0,-306389
0,-332827
0,-92641
0,-10545
0,-12763
0,-14827
0,-13283
448,-4163
0,-32921
0,-158036
0,-229
0,-1480
0,1049
0,655
0,730
0,-5866
0,3533
7271,7140
0,-277064
0,6145
1433,1801
14034,13788
0,-1114
75,2884
0,-15119
0,-11840
969,-93649
0,-69147
445,-268134
988,-21232
0,-12564
0,-196113
0,-540980
0,23
0,-14984
0,7
0,-55811
0,-148
0,-10566
0,-1105
0,-69727
0,-9486
0,-46219
116,-1110
0,-4475
0,-36351
0,501
0,-7038
0,-2584
0,-3595
383,-2488
476,-6073
0,14741
0,-2964
0,-25769
209,-64
1,-5317
0,-66
0,571
1187,-1290805
0,-32064
0,-1667193
0,-53424
0,-55815
0,-591684
0,-26778
0,-105839
2176,94075
0,2798
0,-86787
0,-2947
0,-30539
0,-348515
0,-73269
0,-13240
0,-83945
0,-198355
0,-29776
0,-407867
0,-9787
0,-16292
0,-33411
0,-99330
0,-13918
0,-651788
0,-259050
0,-44997
0,-11311
0,-4782
0,-8744
0,-2535
176,-3758
0,-2615
0,-21902
0,-45255
0,-5318
0,-107249
518,-12594
662,-4111
0,-22616
0,-6324
0,-27668
176,-44806
0,805
201,-295738
1076,-20640
0,-4384
0,-26727
2004,-10484
0,-426554
0,-43200
214,-29799
1696,-107225
0,-321203
0,29754
0,-978994
0,-75514
6498,-63135
0,-194950
0,291925
553,-758089
9,-414086
64,-4630272
78,-142416
3313,-777306
1211,-171138
7735,-151819
17689,-65943
3111,-2166
0,-166736
1026,-9683
3829,-36174
2549,963
12,-13279
0,1310
0,-9290
0,-6348
0,-23733
0,-488
0,-8226
5338,-53483
27783,-793928
0,-745069
0,-4286
2678,-94929
0,-27267
3170,-90004
4,-390192
1507,-18038
1635,-132300
781,-853374
10,-89234
23,-95857
0,-67632
7446,-151863
0,-1789
0,-2248
329,-64893
3098,-70429
0,39411
67,-1334
27,-10114
665,-43069
0,4928
8279,-18252
0,-17917
40,-991
0,-18283
0,-2081
0,-7261
0,-283
0,-1171
0,-10420
779,-21786
17,-602
0,3
0,-806
0,-658
12,-25129
0,-527
0,-1836
2299,-100745
0,-2475
449,-4201
0,5062
0,-6936
0,-27574
0,-1451
7050,-220781
0,305
0,-794
0,3930
0,-5416
0,-3770
0,-6265
0,1024
0,6453
0,22082
0,-3491
0,-14004
0,-11136
0,-13955
526,-20584
39,-8655
0,4139
28,-4084
0,-79
1705,114601
114,348
0,-6094
0,-739
0,-33254
0,-112
0,-8513
0,-888
0,-309125
0,-221971
0,132
0,-4894
0,-2040
0,-27066
0,-15
0,-4581
0,-118
0,-5635
16988,-258863
51913,50233
156491,-64260
7159,-5657
12037,8481
123750,126828
646902,651125
951,-1795352
792,-112733
0,-159371
15539,-19907
99,-122831
30,-758433
103,-336019
31,-292126
561,-193999
7334,-760293
0,-25844
347,-34370
362617,44910
0,-3830
4809,-479732
9374,-264720
4575,-422250
25558,-15343
0,-35422
676,-30192
0,169
0,-222983
0,-2951
627,-7862
0,-4888
0,-7909
6514,-38314
553,-17028
4092,-203847
5688,-196133
1274,-28239
12007,-57249
3480,-32779
494,-50774
0,-26857
10,-17477
0,-44966
0,-1900
0,-45655
0,-33880
606,-40100
3303,-61188
3320,-53233
0,-131330
364,-63658
147,-21903
1801,-380537
1083,-72264
4465,-895449
2761,-428032
2690,-900444
1094,-199420
874,-448560
0,-11010
0,-121213
240,-8668
0,-477508
4615,-253788
0,-32643
12312,-343648
2085,-119474
7943,-19307
1179,-66725
0,-153038
1693,-84243
6981,-330089
0,-5199
0,-5080
0,-20697
0,-24891
0,-2768
0,-188952
0,-72089
337,-79117
0,-13099
36346,-138047
325,-8918
25103,-588643
654755,296543
69319,-403479
55,-54864
0,-18945
78074,-978078
540,-427116
4711,-37216
0,-24140
1383,-37621
3832,-75690
2343,-26530
75853,-167506
215004,93379
18104,-101599
36548,-176211
194092,44476
143394,-136484
4528,-64646
6554,-198937
16490,-187924
7509,-128927
1285,-138733
439,-48309
0,-38102
86,-38465
26430,165503
86569,-39683
11210,-52199
82,3227
2134,-9638
0,-23354
7292,-114759
2182,-20571
33518,-177623
0,-19793
0,-12036
12626,-19766
0,-14738
0,-15839
294,-2606
0,9646
0,-4671
0,-338
90,-18323
0,-1467
531,-3214
10947,6320
1819,-74336
4697,-173596
0,-7008
82409,-946222
17,-4537
10179,-242095
678,-44770
78210,-729724
0,-1443
0,-9357
92435,91116
384286,-365305
72582,-112874
31309,-76443
1220,-3017
2552,1399
6221,-72690
43,-2051
2749,-4416
547,-7381
0,425
0,-1953
2,-18479
0,1852
84,-29313
249,-10672
0,-36754
0,-5350
0,-1769
0,-54492
56,-1385
0,-36159
0,-9381
0,37
0,16
7,165
19,-301
0,3552
1326,-35806
0,-10415
432,-15949
339,-4016
5574,-69048
11618,-13997
74173,-55714
23100,-147197
693,-15121
911,-66549
908,-4502
0,-15464
2246,-27339
2192037,2068256
0,757
0,-22228
0,-85
0,5525
0,-2491
0,-1502
0,-116077
0,-540624
0,-78201
0,-1161
0,15935
0,-780
0,0
0,58
0,1
0,26
0,66
0,351
0,-160
0,-517
0,5203
0,-485
0,-140
0,-309
0,-16663
0,-3281
0,-4608
0,20
0,-106
0,-145
0,-435
0,-211
0,-3501
0,-2660
0,-10825
0,-17261
0,-7120
0,-15452
0,-618
0,-1784
0,-1743
0,-5727
0,-56450
0,-18928
0,-18999
0,-31509
0,-4879
0,-4139
0,-7516
0,-22119
0,-7171
0,-6413
0,-1802
0,-1948
0,236
0,-2071
1401,-3098
278,-3059
411,-1457
9994,4147
1280,-4392
943,-9154
2474,2112
1121,-185600
355,-7226
0,-2085
0,-782
0,654
0,-55716
0,-159
0,-1231
0,-1731
0,-1043
0,-1201
0,-1372
0,-2569
0,-821
0,-64
0,-330
0,-161
0,-524
0,-780
0,-1193
0,156
0,-832
0,-1004
0,-162455
0,-1608
0,-15124
0,-1045
0,-756
0,-2182
0,-21387
0,-628
0,-666
0,5241
0,-2221
0,-526
0,-100
0,-323
0,-1270
0,-235
0,-695
0,-36
0,-7993
0,-1129
384082,317887
6015,-25728
1531,-8635
310,-104620
619,-68655
0,-6547
671,-2221
94,-33752
4971,-114853
1774,-130735
0,-21954
21512,-194420
1188,-964
520,-38521
14111,13103
0,330991
2759,-283218
513,-94266
4962,-229541
0,-26073
2826,-6695
310,-6390
676,-12583
0,-4734
1281,-3618
0,-30114
0,-74761
0,-39762
0,-4439
4221,-39551
0,-2966
0,-10793
0,-33645
0,-7704
0,-18435
0,381
0,-14314
0,-3494
0,-31727
0,-31920
0,-2393
0,-18665
0,-13057
0,-39176
0,-72228
0,-1968
0,-3402
0,-8
0,-1375
0,-2191
0,1473
0,13
0,-8425
0,-953
1991,-6003
0,-3164
158,-29036
0,-5424
0,-22110
0,-21579
0,-795
0,-3187
0,-4350
167,-9315
20,-10124
0,-219
0,-533
0,-6542
1207,-8781
0,-6300
0,-1057
0,-3991
0,-3817
0,-5
0,-154
0,-3451
0,-5136
0,-13437
0,-8707
0,1935
0,-15928
0,-7908
11,-5
0,-1757
0,-4713
0,-37729
0,-296
0,-9220
0,-104935
0,-5932
0,-1470
34,-32879
0,2097
0,-40467
65,-7582
0,27007
0,2553
0,-11508
0,-3620
0,-28685
0,-112304
838,-165659
29206,11879
0,-1052
0,-1764
0,18
1396,1266
1994,-6051
1275390,1518379
874,-881
0,-47167
0,-1532
0,-3425
696,-13299
654843,649015
0,-4962
0,256
0,-1191
0,2971
0,-5445
0,-12410
0,-963
0,-2155
0,-2496
0,-4798
0,-7119
0,137114
0,-1174
24,-39
0,-537
4619,-398161
1005154,1006828
0,-12596
0,39902
0,-76994
0,-8733
0,-14655
0,40453
96995,-30511
2405,-166387
13902,-313954
652272,601821
17998,341132
0,506317
1170,-189088
0,35561
0,69768
0,-5207
32,-3481
0,-25282
0,-3921
0,-61972
0,-121350
0,-27942
0,-26991
5,-15521
0,-8003
0,-7986
0,-3022
0,-5152
0,-22415
0,-243315
0,-16971
0,-11864
0,-4855
770,-4156
0,-13370
1704,-29478
0,38
18,-52945
0,6527
0,-68947
773,-149628
0,-86759
2043,-68164
0,-8368
0,3921
0,-1577
249,-9351
0,-8703
0,-2801
738,-7765
0,-5168
27,-2947
40,-12299
9478,-65604
0,-30817
0,-7775
0,1689
0,-82
0,-15410
0,-1173
0,-1225
0,-255768
0,-769
0,-5
0,-1226
0,219
0,-10139
3,-4388
0,-145
0,-5585
0,-1034
0,163
0,-87
0,-28
44,64
0,366
0,-101
0,-449
2639,1199
0,-868
10,-1372
0,-148683
4307,-732849
0,-5204
0,-121675
0,-5180
0,-21157
0,-175569
0,-1832
0,-7402
4,-24158
0,-244276
0,-27696
304,-120161
0,-53049
16,-3697
0,-122763
667,-13487
0,-9397
0,3180
0,-13146
0,-11651
0,-15406
4,-43479
128,-3771
0,-1879
0,-4571
0,-66977
0,-6304
20,-5915
1710,-1672321
7,-274592
0,-220298
32,13092
0,-12136
0,-2612
0,-107143
0,-19202
0,-106930
0,-45121
0,-124442
0,-7377
0,-531011
0,-4675
0,-103378
0,-43310
0,-21000
0,-4226
0,-1480
0,-741
0,-1327
0,-3359
0,-4119
0,-4564
0,-7434
0,-11
0,-7449
0,-12247
0,743
2931,-87912
0,-70731
0,-3821
2470,-33801
0,-16831
2663,51745
0,-76753
0,-1179
0,-63681
0,-35072
0,-37262
1094,-81468
0,-156222
0,-156446
0,-11159
0,-22221
0,-33449
0,-162988
83,-24716
0,-26827
0,-100728
0,-108
0,-347
0,-141
0,-2437
0,-1425
0,-5125
0,-6583
0,-2425
867,-2018
9158,-165464
24707,-67644
3272,-20726
1142,-21041
458,-23204
0,-1575
0,1616
668,-68520
553,-180538
0,-40839
0,-937
0,-8259
21974,-113802
0,-21770
13978,-182714
76079,-10752
943,-12403
0,-15806
75971,-103764
374,-9037
11014,-40126
54194,-355046
22007,247
142,-36821
18728,-32878
10067,-165722
0,-3294
3889,-16330
17331,-119595
720,-16629
2110,-18778
563,-33636
1677,-46275
0,-7838
8970,2068
2783,-104947
872,-20684
0,-18088
0,-2068
4239,-6371
3682,-50762
0,-58590
0,-5729
0,-26774
7470,5768
10239,-25472
5102,-116342
275828,197856
19765,-91536
4938,-9749
0,-5709
72195,53029
0,-8382
72,-13933
21153,-138891
21440,-221752
2425,-101278
6727,-42291
0,-846
1951,424
605,-50934
0,-8671
528,-53740
0,-15620
0,-190
0,-477
843,-45171
46,-4710
4,-14864
120,-8401
0,465
0,-19727
0,-163937
0,-62467
11,-3730
0,-321199
0,-63962
0,-1231
0,-2605
0,-8606
2102,-2826
6558,-13929
2284,394
11,-5206
0,-9518
0,-99663
0,-223808
0,-60089
0,-26286
259,-3798
0,-15335
8,-16255
2829,4306
772,-76301
0,-23520
9,-11694
8811,-19612
6973,-9046
0,-14461
461,-104516
60,-66682
0,-82418
0,-79381
1202,-1144469
6220,-71657
133,51064
75,-8972
0,-2440
0,-15646
0,-299
194,-2057
700,-2583
0,-863
19,-281747
62,-74485
0,-180095
0,-2704
15,-12056
0,-3342
0,-3379
55,-18863
101,-23509
16016,-180868
0,-5435
129,-26489
0,-45710
0,-4798
0,7367
0,20545
0,-8381
0,-104066
19,-41012
0,-4329
1125,-93919
0,-36478
0,-21453
1583,9667
0,-12798
0,-10105
0,-50978
0,-9693
23879,-61525
1318,1051504
0,15668
0,-4884
0,21339
0,-2862
0,-129804
24987,85809
158,3344
47,15354
0,-227
0,-6459
0,-1758
4,-2316
0,-6620
0,244812
0,-11595
0,-1592
0,-2925
0,-49
0,-824
0,-52237
0,1525
0,-4147
0,-1334
0,-203
0,-2553
0,217994
0,-15681
0,-12898
0,113769
0,-8724
0,1794
0,6227
410,-578772
0,-16702
4,-175664
0,-853
0,-17241
0,-2383
0,15586
0,-1894
2128,74502
433,-22313
86,28409
251,-14646
0,-36758
306,-6371
0,53380
0,-25517
0,-20214
2546,-15096
0,-35447
244,-26550
1834,-54358
2553,-27767
330,-54292
1081,-44256
4172,-254050
1040,152478
437,-79652
0,-62348
7345,-150039
0,-14729
0,-247244
19,-3459
0,-12274
7676,-16329
0,-7733
0,-28302
0,-30639
1789,-211334
120,-118419
0,-80719
752,-82017
65,-31010
72,-37752
0,-23643
23,-17234
5568,-18213
9248,-123539
157,-62118
3905,-67230
161256,-567655
39747,-7350
8925,-115994
19546,-513441
2223,-99509
2150,-134529
3347,-483716
592,-8855
0,-50427
843,-106311
0,-34598
483,8169
0,-35283
0,7819
0,-35578
333,-74990
1103,-510410
823,-103758
9994,-64419
20794,-210168
70928,36600
769,-59445
3104,-216466
0,-106075
13,-21509
79366,-3209270
9270,-1372430
0,-108912
17,-14951
0,-15785
1901,-191616
540,-163075
2073,-53964
30064,-766157
8017,68261
4767,42279
313,-41052
0,-42088
0,-31468
0,-2256
3,-53537
0,-12180
0,-59259
0,-35244
507269,-1066783
14185,-271711
4321,-53677
9347,-74437
0,-21929
0,-3751
0,-3820
2,-14179
0,-3243
0,-12851
4,-129606
0,-159272
55,-225661
0,-42335
0,-3553
0,-57301
0,-13861
155,-8968
3796,-87599
130115,-38036
1378,-740267
8911,5149
0,-15208
0,192228
0,-9154
432,-38898
0,-3427
0,-68207
0,-42646
94,-32189
0,-10628
53,-20779
256,-10326
492,-4252
0,-10741
0,-2699
0,-5574
0,-4034
0,-39093
0,-49808
823,-11744
0,-162986
0,-120141
5997,540155
0,-38235
25,-71003
0,242015
0,-74904
14,-304555
20,-189404
3076,-143830
0,-47628
13830,-1814883
18254,-513686
11694,-711616
0,-94353
0,-32846
0,-4538
5202,192735
0,-5006
0,8951
0,421613
1821,42426
0,-58049
735,-179691
1245,-42975
12942,-87286
608,-19318
4013,-1037521
2678,-1556755
0,-33428
1689,-2831472
0,-5692
887,-580507
0,-26814
0,-294081
205,-23847
21509,-828046
15406,229055
56565,-432839
37949,-4561122
94841,-28906
793,-455596
1080,-622188
0,-10697
6419,-668430
113,-414338
1087,-288119
0,-43443
304,-11513
0,-87764
0,-5922
0,3775
0,-42697
0,-22131
0,-51834
0,-72394
0,-199572
0,-49287
16531,-76392
313,-102038
300,-164733
8,-74478
13098,-394026
413,-59799
905,-156473
0,-77081
28616,75497
196,-30643
0,-32962
15451,-255004
27458,-88864
543,-57213
13397,-94512
0,43977
0,-8562
1445,-42562
14488,-253984
0,-126183
0,-9521
2953,-354509
0,-14139
0,-15357
2192,-106911
1561,-57575
9766,-79716
1394,-40248
4497,-224539
0,-627831
173,-96374
0,-879
83,-7974
0,-14991
92,-3429
1,-148087
0,-36471
0,-22250
0,-6993
0,-17955
0,-103093
0,-3143
0,-264
0,-15703
0,-19462
318,-22204
0,-761
0,-967
0,-2416
0,-20358
719,-50747
0,170
0,-1100
0,-1977
324,-463808
0,-152226
0,-16443
0,-20790
31,-83772
37,-64894
0,-9018
832,2873
0,-34921
0,-3145
0,-8900
0,-26238
0,-4708
2769,-40141
0,-1735
0,-8640
1257,-14210
23430,26579
11,6682
15138,60940
244332,-1326221
31949,434640
1059,-119441
560,-208302
136,-1880
153,-54564
98,-166812
0,-13485
5556,-65465
3,-15542
4,-72986
0,-19504
114,-6153
13158,-428218
0,-14229
13174,-277833
0,-8294
41,-35422
2974,-3951
0,-14900
94,15622
0,-58586
1799,-29955
3223,-49614
0,-306
0,-10354
0,-36621
25,-155
81,-6882
1082,5013
0,-40712
2659,-83103
0,-3084
63,74553
0,-4253
0,-3129
0,27493
0,3533
437,-60202
648,-41116
0,-8114
0,11895
0,-377
1393,-16325
117,-38112
0,-13852
0,-8477
162,-9520
0,-44327
8282,-19957
0,-70027
1796,-8227
782,-13850
0,-13952
17310,-105849
1350,-10932
718,-10470
5,-54104
0,-8854
0,-61862
43,-17721
580,-214474
239,-58426
0,-15210
2777,1338
0,-2704
447,-19756
361,-79671
216,-132714
0,-19777
0,-52524
118,-36943
47,-29231
0,-14356
0,-3527
0,-9242
105,-5752
0,-3239
0,-730
0,-433
0,-2980
0,-11037
43594,50131
0,-20466
1687,-69232
0,-4425
11517,-152950
112,-8974
262,-15790
22,-35946
0,-8054
0,-29323
0,-20420
0,-397204
16161,-132174
472,-192405
23715,-2289201
0,-37084
21,-233736
976,-602972
0,-706166
1725,-531080
1412,-263592
0,-46082
62,-689768
0,-619887
0,-42887
0,-58072
2710,-83828
0,-17626
143,-1424570
566,-423782
29,-142584
335129,-284046
3384,-249727
6682,-172189
7198,583578
0,-135487
525,-167122
535,-37051
13758,-10182
5310,-203908
2810,-27145
0,-281
0,-19
16,-505
0,-4486
0,-39881
0,-2751
0,-38178
0,-40131
0,-5030
172,-116372
0,-11707
0,-6786
0,989
3220,-70271
85,-44554
0,-10038
0,-23643
0,-28014
222,-64604
546,-18832
0,626
0,-5280
7,-16332
0,-10664
20,-43019
262,-3074
5386,23706
0,-2026
0,-53
0,-1128
5294,-20349
18292,13175
0,-206
0,-2989
8828,-205649
44,-46601
38,-38954
271,-38348
0,-7045
0,2054
0,-7011
0,-11195
1266,-21397
766,-34499
203,-53688
3070,1722
926,-152401
46048240,46026619
2465,-51504
16781,-2826642
25996,-1622933
1683,-400551
0,-43020
5,-56678
3485,-10589
0,-9807
1085,-55922
0,-353
4676,-30185
1364,2698
36,-384
291,-39014
306,-749977
0,-21449
7152,-466626
11088,-79626
68858,61426
0,-22094
33,-26931
0,-152451
14,-511634
0,-28290
0,-10970
3205,-117190
378,-162492
0,-72578
16741,-289162
0,-54972
9986,-604979
129084,-1259515
6509,-16405
13193,-93767
1024668,156233
0,-1700
117,-115173
3760,-94495
22747,-1047452
11687,-241426
53,-238395
2227,87356
5135,-9907
2907,-134207
503318,571114
112,-13069
26857,19117
18145,-821
16177,-250187
6534,-40928
2805,-20709
118355,-296309
23,-22214
13190,-107463
0,-1398
2295,-8046
266,-281776
205865,-878654
57592,-41663
67,-6859
48,-3662
7,-31589
0,-10571
10,-52082
2020,-7633
0,6216
203,-7172
0,-61
447,-64960
0,-4182
433,-27852
873,-74938
0,-1248
0,-28497
0,-2821
0,-2757
0,-2642
4,-12579
1049,-74260
0,-321
17,-2753
0,-1177
0,-3758
0,-3552
0,-28916
0,-11231
0,-963
19,-5036
0,-3108
0,-13509
0,-48550
12986,-134190
1296,-190209
0,-337977
615,-141310
0,-22116
0,-40632
0,-37683
6138,-116044
82756,-58510
57825,-325132
0,-4234
0,-1765
0,-11136
4220,-41899
1070,-97110
15688,-297092
3,-78181
47428,-343881
3155171,-522142
9122,-565144
181,-14172
1300,-16296
51,-129219
23,-2404
28,-20919
12239,-640089
598237,275839
588382,-288776
4420,84251
120347,490389
0,-10317
63,-6914
0,-26336
0,-5765
94,-18235
0,-85714
794,-28017
283,-44476
103,-77472
0,-10237
2891,-20680
138,-5460
25,-17069
5,652
1093,-61871
4327,-27610
0,-6384
0,-10258
0,-3824
0,-520
0,3457
0,-50600
1934,-26962
0,-53377
0,-64554
1053,-3593
18453,-244122
378925,-669861
15694,-1884258
39413,-237389
4717,-11937
856,-35774
25979,-41425
2935,-110342
31572,-197516
5956,-88230
21880,-201926
0,-34561
6961,-137845
4575,-150006
0,-45873
1871,-28351
1355522,-127904
30858,-211916
0,-411
0,-2838
50652,-179022
42,-19828
13453,-80449
11600,1016
43298,-254696
0,-56970
8733,-26093
1831,-3360
64846,-36739
53178,12357
0,-50592
750064,1232246
36,-161207
0,-20572
825,-29022
10981,-378078
0,-40712
0,-110
20108,-196974
0,-3806
0,1072
0,-6253
0,-5460
0,-15246
0,-2522
0,-115631
16202,-223343
0,-448
0,2298
0,-4962
0,-43825
0,-17187
0,-2421140
0,-14493
0,-48616
0,-56430
0,-1727475
328,-134745
84,-291289
96,-83395
93,-123526
0,-209819
0,-16715
0,-9657
0,-66092
3769,-4994
38885,-40159
14040,-250936
17070,-1437957
2980,-27332
189214,-1484669
47300,-427439
0,-50518
29,-11192
230,-5223
0,-366
7237,-76645
56748,46563
0,-875
0,-157937
0,-434914
0,-659
0,6169907
0,-19969959
0,44062
0,473234
0,-118532
0,-340
0,-2691
0,1407
0,-48810
0,-4004
0,-10751
605,-319804
0,-72268
464,-1714
0,-2667
0,-172299
138521715,-32238513
0,-376387
83,-82234551
0,-263560
0,-2167
0,-11688995
0,-7631
0,-5633
26,-23257
0,137
0,0
0,-1641
0,-19
0,-20212
6480,-5704202
0,249032
0,-1200
1064,-308136
2136488,-53381126
0,905887
0,-12970
0,-55966
0,-829
0,-46
0,-4256
159,-24557
77,-48561
30,-2246
0,-992
6205,4424
4721,2405
0,-1460
12,-107548
0,-8664
0,-876266
99770,-105669
147,-14549
4860,-49216
0,-20519
0,-360731
0,-45376
141,-114070
348,-9054
8224,-26
0,-76727
0,-44463
0,-106526
0,-42647
0,-99652
0,-132502
0,-60835
0,2004
1562,-24885
0,-16736
0,-50
0,-370
0,465
0,-9850
0,-26248
11256,-643277
0,-3722
164279,216069
306366,-477891
17214,3147
115073,195692
60660,59574
6552683,6696038
335320,355052
135,-152234
24758,-23502
0,-9948
0,-46581
0,-140957
84,-19002667
514,-11495
4,-524454
1708,-1150256
0,-1707569
0,-167280
0,-147506
0,-395730
76,-900913
0,-1006378
0,-1805583
858,-2913783
0,-322107
6316,-9903761
2136,-6865205
0,-794638
0,-212464
2167,-778415
0,-17905
0,-405634
268,-1716232
0,-38198
0,-46387
0,-48733
0,-177607
0,-4606
1383,-225063
503,-107856
79375,-2308245
11687,2730
2796,-267269
41629,-954158
9126,-6199942
725,-156916
0,-524393
0,-20428
763,-1048311
0,-125403
0,-2686
0,-119421
0,-445299
0,-4677
0,-27329
0,-84405
425,-20967
0,-19761
325,-510058
0,-214950
0,-31752
0,-16806
68871,-1318686
1346,-377679
9375,-1484443
2788,-2771318
47,-1606925
89958,-139002821
4652,-130807
0,-1039144
354,-3470317
0,-79363
0,-47412
2423,-79565
543,-1491301
0,-1158182
0,-52134
1593,-3616426
1035,-2345895
0,-6375428
0,-629640
3773,-2075591
351,-32078
0,150
0,-79979
3399,-455594
31907,-283829
110831,-952073
1203,-65921
4930,-199635
0,-121847
33,-7833
268,-223917
0,-20326
0,-61935
0,-40796
0,-454128
0,-882957
0,-1840994
0,-185356
0,-72883
0,-60104
0,-135921
0,-540036
583,-107393
2072,-75616
9908,-399707
0,-58443
0,-10360
0,-32538
0,-20299
8755,-412833
28353,-52949
3313,-152111
0,-67461
26141,-1330356
1568,-142929
8072,-1255217
0,19268
0,-3519571
0,-707143
0,-11614
0,-91802
0,-337349
0,-534
0,-28764
0,-13334
0,-14604
0,-280184
0,6807
0,-12347
0,-113904
0,-889
0,-57
0,-77904
0,-955
0,-252857
375,-860358
0,-11648
1,-580246
268,-250783
648,-123206
5565,-2053074
0,-47621
0,-14422
0,-7047
0,-40069
1512,-2180699
760358,670418
53956,-221098
0,-155485
153,-149136
10254,-155511
121750,-2758785
243035,207958
310,-3538197
0,-240651
19260,-658074
338,-32773
15611,-4583575
10798,-519850
2115,-490085
2466,-752028
5121,-807927
0,-42441
0,-220222
240026,-3808303
61,-11537980
240,-451972
0,-1826221
0,-1337371
7256,-777952
3559,-415116
18935,-118336
0,-630006
0,-444902
0,-38574
0,-45742
12048,-1974623
708531,-58006
0,-253715
0,-243442
0,-153500
22494,-3877048
16852,-630305
4253,-895694
3714,-878618
43167,-142106
4072,-344083
4194,-887576
1466,-1685711
3416,-468426
8709,-1019825
4490,-880085
21667,-2492314
471020,-584975
15975,-699641
940863,-6067357
0,-615382
4120,-918160
130,-217324
71223,-642060
